season,episode,code,title,violence,sex,language,overall,age,verdict,example_1
3,12,0312,Spider-Sprig,2,1,1,2,8,Mild — okay from about 8+,"Violence & injury — Fight scene between Bufferfish and Tarantulad occurs, Tarantulad punches Bufferfish after dodging his attacks."
3,13,0313,Olivia & Yunan,2,1,1,2,8,Mild — okay from about 8+,Violence & injury — Lady Olivia lightly punches General Yunan in the shoulder.
3,14,0314,Hollywood Hop Pop,1,1,1,1,7,Usually fine — about 7+,
3,15,0315,If You Give a Frog a Cookie,1,1,1,1,7,Usually fine — about 7+,
3,16,0316,Froggy Little Christmas,3,1,1,3,10,Preview first — about 10+,"Violence & injury — The tree stabs the giant robotic Santa and from the top, stabs right through the drone, destroying it."
3,17,0317,Escape to Amphibia,3,1,1,3,10,Preview first — about 10+,"Nudity & bodies — With his smart watch, Mr. X activates a red laser and launches it at Hop Pop. Making a few moves on it, all of his clothes are shredded, leaving only his underwear and shoes. He ribbits. The Boonchuys make a sign."
3,18,0318,Commander Anne,2,1,1,2,8,Mild — okay from about 8+,"Violence & injury — The laser gun shot the giant centipede in its collar, breaking the collar."
3,19,0319,Sprivy,1,1,1,1,7,Usually fine — about 7+,"Violence & injury — Sprig: “Oooh. A corpse-maker moth. [clears throat] You're supposed to kiss when you see one, otherwise your crops will be cursed for seven years. [pecks Ivy's cheek] Just to be safe.”"
3,20,0320,Sasha's Angels,2,1,1,2,8,Mild — okay from about 8+,"Violence & injury — One side looks normal, the other is shown to be as edgy and holding a knife."
3,21,0321,Olm Town Road,2,1,1,2,8,Mild — okay from about 8+,"Violence & injury — Huh... Anyone know any friendlier, less murderous Olms?"
3,22,0322,Mother of Olms,1,1,1,1,7,Usually fine — about 7+,"Violence & injury — (The withered hand belongs to the corpse of a newt, holding a bottle of the brain cream the kids are carrying."
3,23,0323,Grime's Pupil,2,1,1,2,8,Mild — okay from about 8+,"Violence & injury — Not so fast! (jumps up to intervene, then yells and punches himself in the chest, vocalizes with his mouth, then punches a Soldier Toad to take his sword and makes…"
3,24,0324,The Root of Evil,2,1,1,2,8,Mild — okay from about 8+,"Violence & injury — Gary, wait! I know we've had some bad history. You tried to enslave my hometown, and I violently murdered you that one time."
3,25,0325,The Core & The King,1,1,1,1,7,Usually fine — about 7+,"Violence & injury — (Andrias uses his laser sword to attack her, then Leif uses a hand gun to shoot him, dodges the bullets with his sword. She disappears suddenly.)'"
3,26,0326,Newts in Tights,1,1,1,1,7,Usually fine — about 7+,
3,27,0327,Fight or Flight,1,1,1,1,7,Usually fine — about 7+,"Violence & injury — Well, bless my bowie knife. It's a coastal kill-a-moth!"
3,28,0328,The Three Armies,2,1,1,2,8,Mild — okay from about 8+,"Violence & injury — Beatrix (jumps off the spider steed on top): Enough pleasantries! I agree to fight alongside you frogs, but I draw the line at newts. They'll steal your sword and then stab me in the back with us."
3,29,0329,The Beginning of the End,2,1,1,2,8,Mild — okay from about 8+,"Violence & injury — The Resistance starts to attack Andrias. Back inside the castle, Olivia keeps throwing punches at Anne. Sprig uses his slingshot, but Olivia kicks it."
3,30,0330,All In,3,1,1,3,10,Preview first — about 10+,"Violence & injury — With their blood-red eyes and razor-sharp teeth, those two have been terrorizing the valley for years! I arrive too late to save your parents, but not too late to fight back."
3,31,0331,The Hardest Thing,2,1,1,2,8,Mild — okay from about 8+,"Violence & injury — Okay, then. Let's go punch that moon in its big ugly face!"
